ABC19980108.1830.0711_20|Nobody believe this any more .
APW19980322.0749_5|The British and Irish governments , which cosponsor the multi-party talks that are supposed to conclude by May , invited Sinn Fein to rejoin two weeks ago .
APW19980322.0749_4|They arrested two men in connection with the bomb factory , which also contained circuitry , detonating cord and the Mitsubishi truck that would have carried the bomb .
APW19980322.0749_3|Police found more than 1,300 pounds ( 600 kgs ) of fertilizer-based explosives Sunday in a shed in Dundalk , 50 miles ( 80 kms ) south of Belfast .
APW19980322.0749_2|Extremists have bombed two predominantly pro-British Protestant towns and fired mortar shells at a police station since Sinn Fein was expelled from peace talks on Feb. 20 in punishment for two killings blamed on the Irish Republican Army .
APW19980322.0749_1|Chief Superintendent Al McHugh said the bomb discovered in the Irish Republic was destined for an unknown target in Northern Ireland and ` ` would have caused massive destruction . ' ' The discovery appeared to be the latest attempt by extremists opposed to the IRA 's 8-month-old truce to undermine the peace process , set to resume Monday in Belfast .
APW19980322.0749_0|BELFAST , Northern Ireland ( AP ) _ Police seized a car bomb under construction Sunday in a town bordering Northern Ireland on the eve of the return to peace talks by the IRA-allied Sinn Fein party .
APW19980322.0749_9|` ` Nationalists in the north are not a minority in someone else 's country .
APW19980322.0749_8|He said the north 's substantial Catholic minority demanded a settlement that would promote Northern Ireland 's eventual unification with the Irish Republic .
wsj_0344_0|Price Stern Sloan Inc. said it hired an investment banking firm to assist in evaluating restructuring or merger alternatives and reported a net loss of $8.1 million , or $2.14 a share , for the third quarter ended Sept. 30 .
NYT19980206.0460_28|And the weakness of the Asian economies is also likely to lead to decreased demand for American exports .
NYT19980206.0460_29|` ` The economy has been running on the fumes of the strength from before the Asia shock , ' ' McCulley said .
NYT19980206.0460_22|His advisers said the results reflected not just from balancing the budget , but also initiatives like improved access to education and training and the opening of foreign markets to trade .
NYT19980206.0460_23|` ` There are enormous economic and social benefits from our nation 's high-employment economy , ' ' said Janet Yellen , the chairwoman of the White House 's Council of Economic Advisers .
NYT19980206.0460_20|The less money the government needs to borrow , the more is freed for private investment .
NYT19980206.0460_21|President Clinton welcomed the job figures at a news conference Friday .
NYT19980206.0460_26|Service industries also showed solid job gains , as did manufacturers , two areas expected to be hardest hit when the effects of the Asian crisis hit the American economy .
NYT19980206.0460_27|The major harm from Asia is likely to come from the plunge in the value of many Asian currencies relative to the dollar , a situation that is expected to lead to a surge of inexpensive imports into the United States , hurting American competitors .
NYT19980206.0460_24|Some of the biggest employment gains came in the construction industry , which added 92,000 jobs in January .
NYT19980206.0460_25|The increase reflected the strength of the housing industry , which has been helped not just by declining interest rates but also by unusually warm weather .
wsj_0745_11|And powerful political pressures may convince the Conservative government to keep its so-called golden share , which limits any individual holding to 15% , until the restriction expires on Dec. 31 , 1990 .
wsj_0568_26|' The information-systems industry is still going to be a high-growth business , and we 're confident that we have tremendous assets as a company .
wsj_0568_27|But we do n 't minimize the challenges of the near term . '
wsj_0568_24|That , he said , is why Unisys is overhauling its whole business : It needs to prepare for a world in which profit margins will be lower than computer companies have been used to .
wsj_0568_25|' We 've approached this not as a response to a temporary condition in the industry but as a fundamental change the industry is going through , ' Mr. Unruh said .
wsj_0568_22|He also said that the price wars flaring up in parts of the computer industry will continue through next year .
wsj_0568_23|He said the move toward standard operating systems means customers are n 't locked into buying from their traditional computer supplier and can force prices down .
wsj_0568_20|Jim Unruh , Unisys 's president , said he is approaching next year with caution .
wsj_0568_21|He said the strength of the world-wide economy is suspect , and does n 't see much revenue growth in the cards .
wsj_0568_28|Securities analysts were even more cautious , having been burned repeatedly on Unisys this year .
wsj_0568_29|Some had predicted earnings of more than $4 a share for this year , up from last year 's fully diluted $3.27 a share on earnings of $680.6 million .
wsj_0344_5|Net sales for this year 's third quarter were $14 million , down from $21.4 million last year .
wsj_0815_2|DIG is the vehicle being used to pursue to acquisition .
wsj_0815_3|Robert Mellor , Di Giorgio 's executive vice president , said the company stands to reap more money through the sale of individual units to others than by accepting DIG 's offer .
wsj_0815_0|Di Giorgio Corp. said it 's continuing talks with potential buyers of certain units , but has reached no agreement on any deals .
wsj_0815_1|Di Giorgio , a food wholesaler and building products maker , is seeking alternatives to an unsolicited $32-a-share tender offer of DIG Acquisition Corp. , a unit of Rose Partners Limited Partnership .
wsj_1003_27|National Intergroup stock closed at $15 , unchanged in composite trading on the New York Stock Exchange .
wsj_1003_26|Last year 's results were hurt by $41.3 million in restructuring charges .
wsj_1003_25|The latest period includes gains of $9.1 million from early retirement of debt and tax loss carry-forward .
wsj_1003_24|Sales increased in the quarter ended Sept. 30 to $747.8 million from $623.5 million a year ago .
wsj_1003_23|National Intergroup , which owns 50% of the nation 's sixth largest steelmaker -- National Steel Corp. -- posted net income for the fiscal second-quarter of $8.6 million , or 33 cents a share , compared with a net loss of $50.3 million .
wsj_1003_22|Armco shares closed unchanged at $10.625 in composite trading on the New York Stock Exchange .
wsj_1003_21|Moreover , the company said higher sales and shipments to service centers from its Armco Steel Co. joint venture failed to offset weakness in the automotive market , higher production costs and a poorer product mix .
wsj_1003_20|Operating profit dropped 46% in its specialty flat-rolled steel segment .
wsj_1003_29|However , its equity in the net income of National Steel declined to $6.3 million from $10.9 million as a result of softer demand and lost orders following prolonged labor talks and a threatened strike .
wsj_1003_28|The company noted that its Fox-Meyer Drug Co. , Ben Franklin Stores Inc. and Permian Corp. operations showed improvements as a result of restructuring moves .
wsj_0706_5|Earlier this month , Security Pacific , which is among the 10 largest bank holding companies in the U.S. , completed the acquisition of San Diego-based Southwest Bancorp .
wsj_0189_4|This year 's results included a gain of $70.2 million on the disposal of seafood operations .
AP900815-0044_44|The embargo is meant to cripple Iraq by cutting off its exports of oil and imports of food and military supplies .
AP900815-0044_45|Iraq imports about three-quarters of its foodstuffs .
wsj_0706_1|Security said it signed a letter of intent to purchase La Jolla Bancorp , agreeing to pay $15 of its own stock for each share of La Jolla .
